Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;AER1205;01;1,00;100;37;M-1020;C;H;;TL;INTRODUCTION AUX AERONEFS;80;MER;1445
BA;AER1205;01;1,00;100;38;M-1020;C;H;;TL;INTRODUCTION AUX AERONEFS;80;MER;1545
BA;AER1205;01;1,00;150;46;ENA;L;H;;TL;INTRODUCTION AUX AERONEFS;80;JEU;1345
BA;AER1205;01;1,00;150;47;ENA;L;H;;TL;INTRODUCTION AUX AERONEFS;80;JEU;1445
BA;AER1205;01;1,00;150;48;ENA;L;H;;TL;INTRODUCTION AUX AERONEFS;80;JEU;1545
BA;AER1205;01;1,00;150;49;ENA;L;H;;TL;INTRODUCTION AUX AERONEFS;80;JEU;1645
BA;AER2100;01;3,00;56;25;B-530.2;C;H;;TL;METHODES EXPER. INSTRUM. AERO;55;MAR;1245
BA;AER2100;01;3,00;56;26;B-530.2;C;H;;TL;METHODES EXPER. INSTRUM. AERO;55;MAR;1345
BA;AER2100;01;3,00;56;27;B-530.2;C;H;;TL;METHODES EXPER. INSTRUM. AERO;55;MAR;1445
BA;AER2100;01;3,00;60;15;L-6657;L;H;;TL;METHODES EXPER. INSTRUM. AERO;55;LUN;1245
BA;AER2100;01;3,00;60;16;L-6657;L;H;;TL;METHODES EXPER. INSTRUM. AERO;55;LUN;1345
BA;AER2110;01;3,00;60;36;C-407.22;C;H;;TL;INTRO A LA CONCEPTION EN AERO;60;MER;1345
BA;AER2110;01;3,00;60;37;C-407.22;L;H;;TL;INTRO A LA CONCEPTION EN AERO;60;MER;1445
BA;AER2110;01;3,00;60;38;C-407.22;L;H;;TL;INTRO A LA CONCEPTION EN AERO;60;MER;1545
BA;AER2110;01;3,00;60;39;C-407.22;L;H;;TL;INTRO A LA CONCEPTION EN AERO;60;MER;1645
BA;AER2400;01;3,00;80;15;L-6611;C;B;;TLS;RESISTANCE STRUCTURES AERO;66;LUN;1245
BA;AER2400;01;3,00;80;16;L-6611;C;B;;TLS;RESISTANCE STRUCTURES AERO;66;LUN;1345
BA;AER2400;01;3,00;70;27;M-2204;C;B;;TLS;RESISTANCE STRUCTURES AERO;66;MAR;1445
BA;AER2400;01;3,00;70;28;M-2204;C;B;;TLS;RESISTANCE STRUCTURES AERO;66;MAR;1545
BA;AER2400;01;3,00;70;29;M-2204;C;B;;TLS;RESISTANCE STRUCTURES AERO;66;MAR;1645
BA;AER2400;01;3,00;60;21;C-407.10;L;B;I;TLS;RESISTANCE STRUCTURES AERO;22;MAR;0830
BA;AER2400;01;3,00;60;22;C-407.10;L;B;I;TLS;RESISTANCE STRUCTURES AERO;22;MAR;0930
BA;AER2400;01;3,00;60;23;C-407.10;L;B;I;TLS;RESISTANCE STRUCTURES AERO;22;MAR;1030
BA;AER2400;02;3,00;60;21;C-407.10;L;B;P;TLS;RESISTANCE STRUCTURES AERO;22;MAR;0830
BA;AER2400;02;3,00;60;22;C-407.10;L;B;P;TLS;RESISTANCE STRUCTURES AERO;22;MAR;0930
BA;AER2400;02;3,00;60;23;C-407.10;L;B;P;TLS;RESISTANCE STRUCTURES AERO;22;MAR;1030
BA;AER2400;03;3,00;60;17;C-407.10;L;B;I;TLS;RESISTANCE STRUCTURES AERO;22;LUN;1445
BA;AER2400;03;3,00;60;18;C-407.10;L;B;I;TLS;RESISTANCE STRUCTURES AERO;22;LUN;1545
BA;AER2400;03;3,00;60;19;C-407.10;L;B;I;TLS;RESISTANCE STRUCTURES AERO;22;LUN;1645
BA;AER3000;01;1,00;500;5A;INTERNET;C;A;;T;HABILETES PERSONN. ET PROFESS.;50;VEN;1745
BA;AER3000A;01;0,00;500;5A;INTERNET;C;A;;T;ATELIERS EN CEO;50;VEN;1745
BA;AER3000I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;60;VEN;1745
BA;AER3640;01;3,00;100;3B1;M-1410;C;B;;TLS;MECANIQUE DU VOL;70;MER;1830
BA;AER3640;01;3,00;100;3C1;M-1410;C;B;;TLS;MECANIQUE DU VOL;70;MER;1930
BA;AER3640;01;3,00;100;3D1;M-1410;C;B;;TLS;MECANIQUE DU VOL;70;MER;2030
BA;AER3640;01;3,00;60;21;L-6612;L;B;I;TLS;MECANIQUE DU VOL;35;MAR;0830
BA;AER3640;01;3,00;60;22;L-6612;L;B;I;TLS;MECANIQUE DU VOL;35;MAR;0930
BA;AER3640;01;3,00;60;23;L-6612;L;B;I;TLS;MECANIQUE DU VOL;35;MAR;1030
BA;AER3640;02;3,00;60;21;L-6612;L;B;P;TLS;MECANIQUE DU VOL;35;MAR;0830
BA;AER3640;02;3,00;60;22;L-6612;L;B;P;TLS;MECANIQUE DU VOL;35;MAR;0930
BA;AER3640;02;3,00;60;23;L-6612;L;B;P;TLS;MECANIQUE DU VOL;35;MAR;1030
BA;AER3900;01;3,00;120;24;M-1510;C;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;15;MAR;1130
BA;AER3900;01;3,00;30;55;M-2110;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;5;VEN;1245
BA;AER3900;01;3,00;30;56;M-2110;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;5;VEN;1345
BA;AER3900;02;3,00;50;28;C-632;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;5;MAR;1545
BA;AER3900;02;3,00;50;29;C-632;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;5;MAR;1645
BA;AER3900;03;3,00;65;2B1;L-2710;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;5;MAR;1830
BA;AER3900;03;3,00;65;2C1;L-2710;L;H;;TLS;PROJET INDIVIDUEL GENIE AEROS.;5;MAR;1930
BA;CHE0501;01;3,00;77;11;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;0830
BA;CHE0501;01;3,00;77;12;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;0930
BA;CHE0501;01;3,00;77;13;A-410;C;H;;TL;CHIMIE GENERALE;55;LUN;1030
BA;CHE0501;01;3,00;75;35;A-532;L;H;;TL;CHIMIE GENERALE;55;MER;1245
BA;CHE0501;01;3,00;75;36;A-532;L;H;;TL;CHIMIE GENERALE;55;MER;1345
BA;CHE0501;02;3,00;77;35;A-410;C;H;;TL;CHIMIE GENERALE;55;MER;1245
BA;CHE0501;02;3,00;77;36;A-410;C;H;;TL;CHIMIE GENERALE;55;MER;1345
BA;CHE0501;02;3,00;77;37;A-410;C;H;;TL;CHIMIE GENERALE;55;MER;1445
BA;CHE0501;02;3,00;77;58;A-410;L;H;;TL;CHIMIE GENERALE;55;VEN;1545
BA;CHE0501;02;3,00;77;59;A-410;L;H;;TL;CHIMIE GENERALE;55;VEN;1645
BA;CHE0501;03;3,00;84;46;B-415;C;H;;TL;CHIMIE GENERALE;55;JEU;1345
BA;CHE0501;03;3,00;84;47;B-415;C;H;;TL;CHIMIE GENERALE;55;JEU;1445
BA;CHE0501;03;3,00;84;48;B-415;C;H;;TL;CHIMIE GENERALE;55;JEU;1545
BA;CHE0501;03;3,00;84;58;B-415;L;H;;TL;CHIMIE GENERALE;55;VEN;1545
BA;CHE0501;03;3,00;84;59;B-415;L;H;;TL;CHIMIE GENERALE;55;VEN;1645
BA;CIV1000;01;3,00;186;31;A-416;C;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;MER;0830
BA;CIV1000;01;3,00;186;32;A-416;C;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;MER;0930
BA;CIV1000;01;3,00;186;33;A-416;C;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;MER;1030
BA;CIV1000;01;3,00;125;4A;B-316.1;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;JEU;1745
BA;CIV1000;01;3,00;125;4B;B-316.1;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;JEU;1845
BA;CIV1000;01;3,00;125;46;B-316.1;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;JEU;1345
BA;CIV1000;01;3,00;125;47;B-316.1;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;JEU;1445
BA;CIV1000;01;3,00;125;48;B-316.1;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;JEU;1545
BA;CIV1000;01;3,00;125;49;B-316.1;L;H;;TL;GESTION ETUDES INTEGR. SECUR.;120;JEU;1645
BA;CIV1101;01;3,00;98;41;B-311;C;H;;TLS;GEOMETRONIQUE;1;JEU;0830
BA;CIV1101;01;3,00;98;42;B-311;C;H;;TLS;GEOMETRONIQUE;1;JEU;0930
BA;CIV1101;01;3,00;98;43;B-311;C;H;;TLS;GEOMETRONIQUE;1;JEU;1030
BA;CIV1101;01;3,00;30;11;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;LUN;0830
BA;CIV1101;01;3,00;30;12;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;LUN;0930
BA;CIV1101;01;3,00;30;13;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;LUN;1030
BA;CIV1101;02;3,00;30;25;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;1245
BA;CIV1101;02;3,00;30;26;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;1345
BA;CIV1101;02;3,00;30;27;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;1445
BA;CIV1101;03;3,00;30;21;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;0830
BA;CIV1101;03;3,00;30;22;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;0930
BA;CIV1101;03;3,00;30;23;B-431.3;L;H;;TLS;GEOMETRONIQUE;1;MAR;1030
BA;CIV1120;01;3,00;80;51;L-6611;C;H;;TL;TECHN. INFORMAT. GENIE CIVIL;70;VEN;0830
BA;CIV1120;01;3,00;80;52;L-6611;C;H;;TL;TECHN. INFORMAT. GENIE CIVIL;70;VEN;0930
BA;CIV1120;01;3,00;80;53;L-6611;L;H;;TL;TECHN. INFORMAT. GENIE CIVIL;70;VEN;1030
BA;CIV1120;01;3,00;80;54;L-6611;L;H;;TL;TECHN. INFORMAT. GENIE CIVIL;70;VEN;1130
BA;CIV1140;01;3,00;125;41;B-316.1;C;H;;TLS;MATERIAUX DE GENIE CIVIL;84;JEU;0830
BA;CIV1140;01;3,00;125;42;B-316.1;C;H;;TLS;MATERIAUX DE GENIE CIVIL;84;JEU;0930
BA;CIV1140;01;3,00;125;43;B-316.1;C;H;;TLS;MATERIAUX DE GENIE CIVIL;84;JEU;1030
BA;CIV1140;01;3,00;53;15;B-401;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;LUN;1245
BA;CIV1140;01;3,00;53;16;B-401;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;LUN;1345
BA;CIV1140;01;3,00;53;17;B-401;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;LUN;1445
BA;CIV1140;02;3,00;43;37;A-401;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;MER;1445
BA;CIV1140;02;3,00;43;38;A-401;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;MER;1545
BA;CIV1140;02;3,00;43;39;A-401;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;MER;1645
BA;CIV1140;03;3,00;70;51;B-543;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;VEN;0830
BA;CIV1140;03;3,00;70;52;B-543;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;VEN;0930
BA;CIV1140;03;3,00;70;53;B-543;L;H;;TLS;MATERIAUX DE GENIE CIVIL;28;VEN;1030
BA;CIV1150;01;3,00;74;47;M-2002;C;B;;TL;RESISTANCE DES MATERIAUX;70;JEU;1445
BA;CIV1150;01;3,00;74;48;M-2002;C;B;;TL;RESISTANCE DES MATERIAUX;70;JEU;1545
BA;CIV1150;01;3,00;74;49;M-2002;C;B;;TL;RESISTANCE DES MATERIAUX;70;JEU;1645
BA;CIV1150;01;3,00;186;57;A-416;L;B;P;TL;RESISTANCE DES MATERIAUX;70;VEN;1445
BA;CIV1150;01;3,00;186;58;A-416;L;B;P;TL;RESISTANCE DES MATERIAUX;70;VEN;1545
BA;CIV1150;01;3,00;186;59;A-416;L;B;P;TL;RESISTANCE DES MATERIAUX;70;VEN;1645
BA;CIV1205;01;1,00;50;11;B-314;C;A;;T;HABILETES RELATIONNELLES;35;LUN;0830
BA;CIV1205;01;1,00;50;12;B-314;C;A;;T;HABILETES RELATIONNELLES;35;LUN;0930
BA;CIV1205;01;1,00;50;13;B-314;C;A;;T;HABILETES RELATIONNELLES;35;LUN;1030
BA;CIV1205;02;1,00;60;37;B-638;C;A;;T;HABILETES RELATIONNELLES;35;MER;1445
BA;CIV1205;02;1,00;60;38;B-638;C;A;;T;HABILETES RELATIONNELLES;35;MER;1545
BA;CIV1205;02;1,00;60;39;B-638;C;A;;T;HABILETES RELATIONNELLES;35;MER;1645
BA;CIV1210;01;3,00;186;35;A-416;C;B;;TL;GENIE DE L'ENVIRONNEMENT;85;MER;1245
BA;CIV1210;01;3,00;186;36;A-416;C;B;;TL;GENIE DE L'ENVIRONNEMENT;85;MER;1345
BA;CIV1210;01;3,00;186;44;A-416;C;B;;TL;GENIE DE L'ENVIRONNEMENT;85;JEU;1130
BA;CIV1210;01;3,00;186;56;A-416;L;B;I;TL;GENIE DE L'ENVIRONNEMENT;85;VEN;1345
BA;CIV1210;01;3,00;186;57;A-416;L;B;I;TL;GENIE DE L'ENVIRONNEMENT;85;VEN;1445
BA;CIV1210;02;3,00;186;35;A-416;C;B;;TL;GENIE DE L'ENVIRONNEMENT;85;MER;1245
BA;CIV1210;02;3,00;186;36;A-416;C;B;;TL;GENIE DE L'ENVIRONNEMENT;85;MER;1345
BA;CIV1210;02;3,00;186;44;A-416;C;B;;TL;GENIE DE L'ENVIRONNEMENT;85;JEU;1130
BA;CIV1210;02;3,00;186;56;A-416;L;B;I;TL;GENIE DE L'ENVIRONNEMENT;85;VEN;1345
BA;CIV1210;02;3,00;186;57;A-416;L;B;I;TL;GENIE DE L'ENVIRONNEMENT;85;VEN;1445
BA;CIV1910;01;2,00;100;21;B-620.2;C;H;;TL;PROJET ANAL.EXP. OUVR. CIVILS;42;MAR;0830
BA;CIV1910;01;2,00;100;22;B-620.2;C;H;;TL;PROJET ANAL.EXP. OUVR. CIVILS;42;MAR;0930
BA;CIV1910;01;2,00;100;23;B-620.2;C;H;;TL;PROJET ANAL.EXP. OUVR. CIVILS;42;MAR;1030
BA;CIV1910;01;2,00;100;31;B-620.2;L;H;;TL;PROJET ANAL.EXP. OUVR. CIVILS;42;MER;0830
BA;CIV1910;01;2,00;100;32;B-620.2;L;H;;TL;PROJET ANAL.EXP. OUVR. CIVILS;42;MER;0930
BA;CIV1910;01;2,00;100;33;B-620.2;L;H;;TL;PROJET ANAL.EXP. OUVR. CIVILS;42;MER;1030
BA;CIV2205;01;1,00;45;41;C-539.6;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;40;JEU;0830
BA;CIV2205;01;1,00;45;42;C-539.6;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;40;JEU;0930
BA;CIV2205;01;1,00;45;43;C-539.6;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;40;JEU;1030
BA;CIV2205;02;1,00;45;35;B-315;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;40;MER;1245
BA;CIV2205;02;1,00;45;36;B-315;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;40;MER;1345
BA;CIV2205;02;1,00;45;37;B-315;C;A;;T;HPR TRAV. EQUIPE COLLABORATIF;40;MER;1445
BA;CIV2310;01;3,00;58;32;B-304;C;B;;TL;MECANIQUE DES FLUIDES;50;MER;0930
BA;CIV2310;01;3,00;58;33;B-304;C;B;;TL;MECANIQUE DES FLUIDES;50;MER;1030
BA;CIV2310;01;3,00;58;34;B-304;C;B;;TL;MECANIQUE DES FLUIDES;50;MER;1130
BA;CIV2310;01;3,00;58;51;B-304;L;B;I;TL;MECANIQUE DES FLUIDES;50;VEN;0830
BA;CIV2310;01;3,00;58;52;B-304;L;B;I;TL;MECANIQUE DES FLUIDES;50;VEN;0930
BA;CIV2310;01;3,00;58;53;B-304;L;B;I;TL;MECANIQUE DES FLUIDES;50;VEN;1030
BA;CIV2310;02;3,00;50;41;C-624;C;B;;TL;MECANIQUE DES FLUIDES;50;JEU;0830
BA;CIV2310;02;3,00;50;42;C-624;C;B;;TL;MECANIQUE DES FLUIDES;50;JEU;0930
BA;CIV2310;02;3,00;50;43;C-624;C;B;;TL;MECANIQUE DES FLUIDES;50;JEU;1030
BA;CIV2310;02;3,00;58;51;B-304;L;B;P;TL;MECANIQUE DES FLUIDES;50;VEN;0830
BA;CIV2310;02;3,00;58;52;B-304;L;B;P;TL;MECANIQUE DES FLUIDES;50;VEN;0930
BA;CIV2310;02;3,00;58;53;B-304;L;B;P;TL;MECANIQUE DES FLUIDES;50;VEN;1030
BA;CIV2320;01;2,00;100;55;L-1720;C;H;;TL;HYDROLOGIE POUR INGENIEUR;60;VEN;1245
BA;CIV2320;01;2,00;100;56;L-1720;C;H;;TL;HYDROLOGIE POUR INGENIEUR;60;VEN;1345
BA;CIV2320;01;2,00;60;57;L-6626;L;H;;TL;HYDROLOGIE POUR INGENIEUR;60;VEN;1445
BA;CIV2320;01;2,00;60;58;L-6626;L;H;;TL;HYDROLOGIE POUR INGENIEUR;60;VEN;1545
BA;CIV2500;01;3,00;60;21;L-3816;C;B;;TL;COMPORTEMENT RESIST. CONST.;60;MAR;0830
BA;CIV2500;01;3,00;60;22;L-3816;C;B;;TL;COMPORTEMENT RESIST. CONST.;60;MAR;0930
BA;CIV2500;01;3,00;60;23;L-3816;C;B;;TL;COMPORTEMENT RESIST. CONST.;60;MAR;1030
BA;CIV2500;01;3,00;64;51;B-506;L;B;P;TL;COMPORTEMENT RESIST. CONST.;60;VEN;0830
BA;CIV2500;01;3,00;64;52;B-506;L;B;P;TL;COMPORTEMENT RESIST. CONST.;60;VEN;0930
BA;CIV2500;01;3,00;64;53;B-506;L;B;P;TL;COMPORTEMENT RESIST. CONST.;60;VEN;1030
BA;CIV2710;01;3,00;98;25;B-311;C;B;;TLS;SYSTEMES DE TRANSPORT;80;MAR;1245
BA;CIV2710;01;3,00;98;26;B-311;C;B;;TLS;SYSTEMES DE TRANSPORT;80;MAR;1345
BA;CIV2710;01;3,00;98;27;B-311;C;B;;TLS;SYSTEMES DE TRANSPORT;80;MAR;1445
BA;CIV2710;01;3,00;60;55;L-6624;L;B;I;TLS;SYSTEMES DE TRANSPORT;40;VEN;1245
BA;CIV2710;01;3,00;60;56;L-6624;L;B;I;TLS;SYSTEMES DE TRANSPORT;40;VEN;1345
BA;CIV2710;01;3,00;60;57;L-6624;L;B;I;TLS;SYSTEMES DE TRANSPORT;40;VEN;1445
BA;CIV2710;02;3,00;60;55;L-6624;L;B;P;TLS;SYSTEMES DE TRANSPORT;40;VEN;1245
BA;CIV2710;02;3,00;60;56;L-6624;L;B;P;TLS;SYSTEMES DE TRANSPORT;40;VEN;1345
BA;CIV2710;02;3,00;60;57;L-6624;L;B;P;TLS;SYSTEMES DE TRANSPORT;40;VEN;1445
BA;CIV2710E;01;3,00;27;51;B-406;C;B;;TL;TRANSPORT SYSTEMS;20;VEN;0830
BA;CIV2710E;01;3,00;27;52;B-406;C;B;;TL;TRANSPORT SYSTEMS;20;VEN;0930
BA;CIV2710E;01;3,00;27;53;B-406;C;B;;TL;TRANSPORT SYSTEMS;20;VEN;1030
BA;CIV2710E;01;3,00;60;15;L-6626;L;B;P;TL;TRANSPORT SYSTEMS;20;LUN;1245
BA;CIV2710E;01;3,00;60;16;L-6626;L;B;P;TL;TRANSPORT SYSTEMS;20;LUN;1345
BA;CIV2710E;01;3,00;60;17;L-6626;L;B;P;TL;TRANSPORT SYSTEMS;20;LUN;1445
BA;CIV2920;01;2,00;60;31;B-638;C;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;60;MER;0830
BA;CIV2920;01;2,00;60;32;B-638;L;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;60;MER;0930
BA;CIV2920;01;2,00;60;33;B-638;L;H;;TL;PROJET ING. HYDRIQUE ET RISQUE;60;MER;1030
BA;CIV3100;01;1,00;500;5A;INTERNET;C;A;;T;COMMUNICATION ECRITE ET ORALE;150;VEN;1745
BA;CIV3100A;01;0,00;500;5A;INTERNET;C;A;;T;ATELIERS EN CEO;300;VEN;1745
BA;CIV3100I;01;0,00;500;5A;INTERNET;C;A;;T;EPREUVES INITIALES DE COMM. 4H;200;VEN;1745
BA;CIV3220;01;3,00;50;51;M-2101;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;VEN;0830
BA;CIV3220;01;3,00;50;52;M-2101;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;VEN;0930
BA;CIV3220;01;3,00;50;53;M-2101;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;VEN;1030
BA;CIV3220;01;3,00;60;11;L-6624;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;LUN;0830
BA;CIV3220;01;3,00;60;12;L-6624;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;LUN;0930
BA;CIV3220;01;3,00;60;13;L-6624;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;LUN;1030
BA;CIV3220;02;3,00;50;41;B-314;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;JEU;0830
BA;CIV3220;02;3,00;50;42;B-314;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;JEU;0930
BA;CIV3220;02;3,00;50;43;B-314;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;JEU;1030
BA;CIV3220;02;3,00;60;11;L-6624;L;B;P;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;LUN;0830
BA;CIV3220;02;3,00;60;12;L-6624;L;B;P;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;LUN;0930
BA;CIV3220;02;3,00;60;13;L-6624;L;B;P;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;LUN;1030
BA;CIV3220;03;3,00;50;46;B-314;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;JEU;1345
BA;CIV3220;03;3,00;50;47;B-314;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;JEU;1445
BA;CIV3220;03;3,00;50;48;B-314;C;B;;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;JEU;1545
BA;CIV3220;03;3,00;60;21;L-6626;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;MAR;0830
BA;CIV3220;03;3,00;60;22;L-6626;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;MAR;0930
BA;CIV3220;03;3,00;60;23;L-6626;L;B;I;TL;IMPACTS ENVIRONN. DEV. DURABLE;45;MAR;1030
BA;CIV3330;01;3,00;55;31;M-2107;C;H;;TL;HYDRAULIQUE DES RESEAUX;45;MER;0830
BA;CIV3330;01;3,00;55;32;M-2107;C;H;;TL;HYDRAULIQUE DES RESEAUX;45;MER;0930
BA;CIV3330;01;3,00;55;33;M-2107;C;H;;TL;HYDRAULIQUE DES RESEAUX;45;MER;1030
BA;CIV3330;01;3,00;60;58;M-2401;L;H;;TL;HYDRAULIQUE DES RESEAUX;45;VEN;1545
BA;CIV3330;01;3,00;60;59;M-2401;L;H;;TL;HYDRAULIQUE DES RESEAUX;45;VEN;1645
BA;CIV3330;02;3,00;50;21;M-2101;C;H;;TL;HYDRAULIQUE DES RESEAUX;45;MAR;0830
BA;CIV3330;02;3,00;50;22;M-2101;C;H;;TL;HYDRAULIQUE DES RESEAUX;45;MAR;0930
BA;CIV3330;02;3,00;50;23;M-2101;C;H;;TL;HYDRAULIQUE DES RESEAUX;45;MAR;1030
BA;CIV3330;02;3,00;55;55;M-2107;L;H;;TL;HYDRAULIQUE DES RESEAUX;45;VEN;1245
BA;CIV3330;02;3,00;55;56;M-2107;L;H;;TL;HYDRAULIQUE DES RESEAUX;45;VEN;1345
BA;CIV3415;01;3,00;100;17;M-1120;C;H;;TLS;MECANIQUE DES SOLS;90;LUN;1445
BA;CIV3415;01;3,00;100;18;M-1120;C;H;;TLS;MECANIQUE DES SOLS;90;LUN;1545
BA;CIV3415;01;3,00;100;19;M-1120;C;H;;TLS;MECANIQUE DES SOLS;90;LUN;1645
BA;CIV3415;01;3,00;55;46;A-526;L;H;;TLS;MECANIQUE DES SOLS;45;JEU;1345
BA;CIV3415;01;3,00;55;47;A-526;L;H;;TLS;MECANIQUE DES SOLS;45;JEU;1445
BA;CIV3415;01;3,00;55;48;A-526;L;H;;TLS;MECANIQUE DES SOLS;45;JEU;1545
BA;CIV3415;02;3,00;56;52;B-530.2;L;H;;TLS;MECANIQUE DES SOLS;45;VEN;0930
BA;CIV3415;02;3,00;56;53;B-530.2;L;H;;TLS;MECANIQUE DES SOLS;45;VEN;1030
BA;CIV3415;02;3,00;56;54;B-530.2;L;H;;TLS;MECANIQUE DES SOLS;45;VEN;1130
BA;CIV3420;01;3,00;74;25;M-2002;C;B;;TLS;FONDATIONS;70;MAR;1245
BA;CIV3420;01;3,00;74;26;M-2002;C;B;;TLS;FONDATIONS;70;MAR;1345
BA;CIV3420;01;3,00;74;27;M-2002;C;B;;TLS;FONDATIONS;70;MAR;1445
BA;CIV3420;01;3,00;50;51;L-6622;L;B;I;TLS;FONDATIONS;35;VEN;0830
BA;CIV3420;01;3,00;50;52;L-6622;L;B;I;TLS;FONDATIONS;35;VEN;0930
BA;CIV3420;01;3,00;50;53;L-6622;L;B;I;TLS;FONDATIONS;35;VEN;1030
BA;CIV3420;02;3,00;50;51;L-6622;L;B;P;TLS;FONDATIONS;35;VEN;0830
BA;CIV3420;02;3,00;50;52;L-6622;L;B;P;TLS;FONDATIONS;35;VEN;0930
BA;CIV3420;02;3,00;50;53;L-6622;L;B;P;TLS;FONDATIONS;35;VEN;1030
BA;CIV3502;01;3,00;100;27;M-1410;C;B;;TL;ANALYSE DES STRUCTURES;90;MAR;1445
BA;CIV3502;01;3,00;100;28;M-1410;C;B;;TL;ANALYSE DES STRUCTURES;90;MAR;1545
BA;CIV3502;01;3,00;100;29;M-1410;C;B;;TL;ANALYSE DES STRUCTURES;90;MAR;1645
BA;CIV3502;01;3,00;98;37;B-311;L;B;I;TL;ANALYSE DES STRUCTURES;90;MER;1445
BA;CIV3502;01;3,00;98;38;B-311;L;B;I;TL;ANALYSE DES STRUCTURES;90;MER;1545
BA;CIV3502;01;3,00;98;39;B-311;L;B;I;TL;ANALYSE DES STRUCTURES;90;MER;1645
BA;CIV3503;01;3,00;63;31;B-505;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;60;MER;0830
BA;CIV3503;01;3,00;63;32;B-505;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;60;MER;0930
BA;CIV3503;01;3,00;63;33;B-505;C;B;;TL;CONCEPT. DES STRUCT. EN ACIER;60;MER;1030
BA;CIV3503;01;3,00;65;35;L-2708;L;B;I;TL;CONCEPT. DES STRUCT. EN ACIER;60;MER;1245
BA;CIV3503;01;3,00;65;36;L-2708;L;B;I;TL;CONCEPT. DES STRUCT. EN ACIER;60;MER;1345
BA;CIV3503;01;3,00;65;37;L-2708;L;B;I;TL;CONCEPT. DES STRUCT. EN ACIER;60;MER;1445
BA;CIV3504;01;3,00;65;22;L-2708;C;B;;TL;STRUCTURES EN BETON ARME;65;MAR;0930
